secao_code,divisao_code,grupo_code,classe_code,subclasse_code,desc,secao_desc,divisao_desc,grupo_desc,classe_desc,div_int,div_label,grp_label,cls_label
B,07,07.2,07.29-4,0729-4/01,Extração de minérios de nióbio e titânio,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS METÁLICOS,Extração de minerais metálicos não ferrosos,Extração de minerais metálicos não ferrosos não especificados anteriormente,7.0,07 - EXTRAÇÃO DE MINERAIS METÁLICOS,07.2 - Extração de minerais metálicos não ferrosos,07.29-4 - Extração de minerais metálicos não ferrosos não especificados anteriormente
B,07,07.2,07.29-4,0729-4/02,Extração de minério de tungstênio,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS METÁLICOS,Extração de minerais metálicos não ferrosos,Extração de minerais metálicos não ferrosos não especificados anteriormente,7.0,07 - EXTRAÇÃO DE MINERAIS METÁLICOS,07.2 - Extração de minerais metálicos não ferrosos,07.29-4 - Extração de minerais metálicos não ferrosos não especificados anteriormente
B,07,07.2,07.29-4,0729-4/03,Extração de minério de níquel,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS METÁLICOS,Extração de minerais metálicos não ferrosos,Extração de minerais metálicos não ferrosos não especificados anteriormente,7.0,07 - EXTRAÇÃO DE MINERAIS METÁLICOS,07.2 - Extração de minerais metálicos não ferrosos,07.29-4 - Extração de minerais metálicos não ferrosos não especificados anteriormente
B,07,07.2,07.29-4,0729-4/04,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente",INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS METÁLICOS,Extração de minerais metálicos não ferrosos,Extração de minerais metálicos não ferrosos não especificados anteriormente,7.0,07 - EXTRAÇÃO DE MINERAIS METÁLICOS,07.2 - Extração de minerais metálicos não ferrosos,07.29-4 - Extração de minerais metálicos não ferrosos não especificados anteriormente
B,07,07.2,07.29-4,0729-4/05,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente",INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS METÁLICOS,Extração de minerais metálicos não ferrosos,Extração de minerais metálicos não ferrosos não especificados anteriormente,7.0,07 - EXTRAÇÃO DE MINERAIS METÁLICOS,07.2 - Extração de minerais metálicos não ferrosos,07.29-4 - Extração de minerais metálicos não ferrosos não especificados anteriormente
B,08,08.1,08.10-0,0810-0/01,Extração de ardósia e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/02,Extração de granito e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/03,Extração de mármore e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/04,Extração de calcário e dolomita e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/05,Extração de gesso e caulim,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/06,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/07,Extração de argila e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/08,Extração de saibro e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/09,Extração de basalto e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/10,Beneficiamento de gesso e caulim associado à extração,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.1,08.10-0,0810-0/99,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"Extração de pedra, areia e argila","Extração de pedra, areia e argila",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,"08.1 - Extração de pedra, areia e argila","08.10-0 - Extração de pedra, areia e argila"
B,08,08.9,08.91-6,0891-6/00,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,"08.91-6 - Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos"
B,08,08.9,08.92-4,0892-4/01,Extração de sal marinho,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração e refino de sal marinho e sal-gema,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.92-4 - Extração e refino de sal marinho e sal-gema
B,08,08.9,08.92-4,0892-4/02,Extração de sal-gema,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração e refino de sal marinho e sal-gema,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.92-4 - Extração e refino de sal marinho e sal-gema
B,08,08.9,08.92-4,0892-4/03,Refino e outros tratamentos do sal,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração e refino de sal marinho e sal-gema,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.92-4 - Extração e refino de sal marinho e sal-gema
B,08,08.9,08.93-2,0893-2/00,Extração de gemas (pedras preciosas e semipreciosas),INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração de gemas (pedras preciosas e semipreciosas),8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.93-2 - Extração de gemas (pedras preciosas e semipreciosas)
B,08,08.9,08.99-1,0899-1/01,Extração de grafita,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração de minerais não metálicos não especificados anteriormente,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.99-1 - Extração de minerais não metálicos não especificados anteriormente
B,08,08.9,08.99-1,0899-1/02,Extração de quartzo,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração de minerais não metálicos não especificados anteriormente,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.99-1 - Extração de minerais não metálicos não especificados anteriormente
B,08,08.9,08.99-1,0899-1/03,Extração de amianto,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração de minerais não metálicos não especificados anteriormente,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.99-1 - Extração de minerais não metálicos não especificados anteriormente
B,08,08.9,08.99-1,0899-1/99,Extração de outros minerais não metálicos não especificados anteriormente,INDÚSTRIAS EXTRATIVAS,EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,Extração de outros minerais não metálicos,Extração de minerais não metálicos não especificados anteriormente,8.0,08 - EXTRAÇÃO DE MINERAIS NÃO METÁLICOS,08.9 - Extração de outros minerais não metálicos,08.99-1 - Extração de minerais não metálicos não especificados anteriormente
B,09,09.1,09.10-6,0910-6/00,Atividades de apoio à extração de petróleo e gás natural,INDÚSTRIAS EXTRATIVAS,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,Atividades de apoio à extração de petróleo e gás natural,Atividades de apoio à extração de petróleo e gás natural,9.0,09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,09.1 - Atividades de apoio à extração de petróleo e gás natural,09.10-6 - Atividades de apoio à extração de petróleo e gás natural
B,09,09.9,09.90-4,0990-4/01,Atividades de apoio à extração de minério de ferro,INDÚSTRIAS EXTRATIVAS,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural","Atividades de apoio à extração de minerais, exceto petróleo e gás natural",9.0,09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,"09.9 - Atividades de apoio à extração de minerais, exceto petróleo e gás natural","09.90-4 - Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
B,09,09.9,09.90-4,0990-4/02,Atividades de apoio à extração de minerais metálicos não ferrosos,INDÚSTRIAS EXTRATIVAS,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural","Atividades de apoio à extração de minerais, exceto petróleo e gás natural",9.0,09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,"09.9 - Atividades de apoio à extração de minerais, exceto petróleo e gás natural","09.90-4 - Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
B,09,09.9,09.90-4,0990-4/03,Atividades de apoio à extração de minerais não metálicos,INDÚSTRIAS EXTRATIVAS,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural","Atividades de apoio à extração de minerais, exceto petróleo e gás natural",9.0,09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,"09.9 - Atividades de apoio à extração de minerais, exceto petróleo e gás natural","09.90-4 - Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
C,10,10.1,10.11-2,1011-2/01,Frigorífico - abate de bovinos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de reses, exceto suínos",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.11-2 - Abate de reses, exceto suínos"
C,10,10.1,10.11-2,1011-2/02,Frigorífico - abate de equinos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de reses, exceto suínos",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.11-2 - Abate de reses, exceto suínos"
C,10,10.1,10.11-2,1011-2/03,Frigorífico - abate de ovinos e caprinos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de reses, exceto suínos",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.11-2 - Abate de reses, exceto suínos"
C,10,10.1,10.11-2,1011-2/04,Frigorífico - abate de bufalinos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de reses, exceto suínos",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.11-2 - Abate de reses, exceto suínos"
C,10,10.1,10.11-2,1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de reses, exceto suínos",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.11-2 - Abate de reses, exceto suínos"
C,10,10.1,10.12-1,1012-1/01,Abate de aves,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de suínos, aves e outros pequenos animais",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.12-1 - Abate de suínos, aves e outros pequenos animais"
C,10,10.1,10.12-1,1012-1/02,Abate de pequenos animais,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de suínos, aves e outros pequenos animais",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.12-1 - Abate de suínos, aves e outros pequenos animais"
C,10,10.1,10.12-1,1012-1/03,Frigorífico - abate de suínos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de suínos, aves e outros pequenos animais",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.12-1 - Abate de suínos, aves e outros pequenos animais"
C,10,10.1,10.12-1,1012-1/04,Matadouro - abate de suínos sob contrato,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,"Abate de suínos, aves e outros pequenos animais",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,"10.12-1 - Abate de suínos, aves e outros pequenos animais"
C,10,10.1,10.13-9,1013-9/01,Fabricação de produtos de carne,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,Fabricação de produtos de carne,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,10.13-9 - Fabricação de produtos de carne
C,10,10.1,10.13-9,1013-9/02,Preparação de subprodutos do abate,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,Fabricação de produtos de carne,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1 - Abate e fabricação de produtos de carne,10.13-9 - Fabricação de produtos de carne
C,10,10.2,10.20-1,1020-1/01,"Preservação de peixes, crustáceos e moluscos",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Preservação do pescado e fabricação de produtos do pescado,Preservação do pescado e fabricação de produtos do pescado,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.2 - Preservação do pescado e fabricação de produtos do pescado,10.20-1 - Preservação do pescado e fabricação de produtos do pescado
C,10,10.2,10.20-1,1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Preservação do pescado e fabricação de produtos do pescado,Preservação do pescado e fabricação de produtos do pescado,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.2 - Preservação do pescado e fabricação de produtos do pescado,10.20-1 - Preservação do pescado e fabricação de produtos do pescado
C,10,10.3,10.31-7,1031-7/00,Fabricação de conservas de frutas,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"Fabricação de conservas de frutas, legumes e outros vegetais",Fabricação de conservas de frutas,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"10.3 - Fabricação de conservas de frutas, legumes e outros vegetais",10.31-7 - Fabricação de conservas de frutas
C,10,10.3,10.32-5,1032-5/01,Fabricação de conservas de palmito,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"Fabricação de conservas de frutas, legumes e outros vegetais",Fabricação de conservas de legumes e outros vegetais,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"10.3 - Fabricação de conservas de frutas, legumes e outros vegetais",10.32-5 - Fabricação de conservas de legumes e outros vegetais
C,10,10.3,10.32-5,1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"Fabricação de conservas de frutas, legumes e outros vegetais",Fabricação de conservas de legumes e outros vegetais,10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"10.3 - Fabricação de conservas de frutas, legumes e outros vegetais",10.32-5 - Fabricação de conservas de legumes e outros vegetais
C,10,10.3,10.33-3,1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"Fabricação de conservas de frutas, legumes e outros vegetais","Fabricação de sucos de frutas, hortaliças e legumes",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"10.3 - Fabricação de conservas de frutas, legumes e outros vegetais","10.33-3 - Fabricação de sucos de frutas, hortaliças e legumes"
C,10,10.3,10.33-3,1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"Fabricação de conservas de frutas, legumes e outros vegetais","Fabricação de sucos de frutas, hortaliças e legumes",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,"10.3 - Fabricação de conservas de frutas, legumes e outros vegetais","10.33-3 - Fabricação de sucos de frutas, hortaliças e legumes"
C,10,10.4,10.41-4,1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Fabricação de óleos e gorduras vegetais e animais,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.4 - Fabricação de óleos e gorduras vegetais e animais,"10.41-4 - Fabricação de óleos vegetais em bruto, exceto óleo de milho"
C,10,10.4,10.42-2,1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Fabricação de óleos e gorduras vegetais e animais,"Fabricação de óleos vegetais refinados, exceto óleo de milho",10.0,10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.4 - Fabricação de óleos e gorduras vegetais e animais,"10.42-2 - Fabricação de óleos vegetais refinados, exceto óleo de milho"
